========================
PROJECT 3 — LOAD BALANCER LOG
========================
Servers (start): 10
Clock cycles: 10000
TASK TIME RANGE (required): [MIN=5, MAX=40] cycles

Scaling policy:
  Lower threshold = 50 * active_servers
  Upper threshold = 80 * active_servers
  Rest window after scaling (n): 25 cycles

Request arrival model:
  Arrival chance per cycle: 0.3
  Batch size per arrival: 1 to 2
  Initial fill rule: servers * 100

Firewall / IP blocker:
  Blocked ranges: 192.168.10., 10.10.
  Rejection action: discard + log
========================
[INFO] Starting queue size (required): 1000 (seeded from servers * 100)
[SCALE_UP] t=00001 SCALE_UP to 11 | queue=990 (above 80*servers)
[ARRIVAL] t=07543 ARRIVAL +2 | queue=33 | rejected_total=0
[ARRIVAL] t=07549 ARRIVAL +2 | queue=29 | rejected_total=0
[ARRIVAL] t=07551 ARRIVAL +2 | queue=31 | rejected_total=0
[ARRIVAL] t=07555 ARRIVAL +2 | queue=31 | rejected_total=0
[ARRIVAL] t=07559 ARRIVAL +1 | queue=29 | rejected_total=0
[ARRIVAL] t=07566 ARRIVAL +1 | queue=28 | rejected_total=0
[ARRIVAL] t=07570 ARRIVAL +2 | queue=26 | rejected_total=0
[ARRIVAL] t=07571 ARRIVAL +2 | queue=28 | rejected_total=0
[ARRIVAL] t=07574 ARRIVAL +2 | queue=28 | rejected_total=0
[ARRIVAL] t=07575 ARRIVAL +1 | queue=27 | rejected_total=0
[ARRIVAL] t=07576 ARRIVAL +2 | queue=28 | rejected_total=0
[ARRIVAL] t=07577 ARRIVAL +1 | queue=28 | rejected_total=0
[ARRIVAL] t=07578 ARRIVAL +2 | queue=30 | rejected_total=0
[ARRIVAL] t=07581 ARRIVAL +1 | queue=29 | rejected_total=0
[ARRIVAL] t=07583 ARRIVAL +1 | queue=29 | rejected_total=0
[ARRIVAL] t=07585 ARRIVAL +2 | queue=31 | rejected_total=0
[ARRIVAL] t=07592 ARRIVAL +1 | queue=28 | rejected_total=0
[ARRIVAL] t=07593 ARRIVAL +1 | queue=27 | rejected_total=0
[ARRIVAL] t=07594 ARRIVAL +1 | queue=28 | rejected_total=0
[ARRIVAL] t=07595 ARRIVAL +1 | queue=28 | rejected_total=0
[HEARTBEAT] t=07600 queue=24 servers=13 busy=13 completed=4354 rejected=0
[ARRIVAL] t=07604 ARRIVAL +2 | queue=24 | rejected_total=0
[ARRIVAL] t=07615 ARRIVAL +2 | queue=24 | rejected_total=0
[ARRIVAL] t=07620 ARRIVAL +1 | queue=21 | rejected_total=0
[ARRIVAL] t=07625 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=07626 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=07627 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=07628 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=07629 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=07634 ARRIVAL +1 | queue=20 | rejected_total=0
[ARRIVAL] t=07639 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=07643 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=07648 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=07652 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=07655 ARRIVAL +2 | queue=18 | rejected_total=0
[ARRIVAL] t=07661 ARRIVAL +2 | queue=15 | rejected_total=0
[ARRIVAL] t=07662 ARRIVAL +2 | queue=14 | rejected_total=0
[ARRIVAL] t=07663 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=07668 ARRIVAL +2 | queue=16 | rejected_total=0
[ARRIVAL] t=07681 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=07684 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=07686 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=07697 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07699 ARRIVAL +2 | queue=5 | rejected_total=0
[COMPLETE] t=07700 COMPLETE server=0 | completed=4410
[ASSIGN] t=07700 ASSIGN server=0 job=S time=26 | queue=4
[HEARTBEAT] t=07700 queue=4 servers=13 busy=13 completed=4410 rejected=0
[ARRIVAL] t=07703 ARRIVAL +2 | queue=5 | rejected_total=0
[ARRIVAL] t=07705 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=07706 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=07707 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=07710 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=07713 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07714 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07717 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07718 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=07719 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07721 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07723 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07724 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07725 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07727 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07728 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07729 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=07732 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=07735 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=07744 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07747 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07748 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07749 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=07751 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07759 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07762 ARRIVAL +1 | queue=1 | rejected_total=0
[SCALE_DOWN] t=07765 SCALE_DOWN to 12 | queue=0 (below 50*servers)
[ARRIVAL] t=07774 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07775 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07777 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07779 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07780 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07788 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07789 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07791 ARRIVAL +1 | queue=1 | rejected_total=0
[SCALE_DOWN] t=07791 SCALE_DOWN to 11 | queue=1 (below 50*servers)
[ARRIVAL] t=07792 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07795 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07796 ARRIVAL +1 | queue=2 | rejected_total=0
[COMPLETE] t=07800 COMPLETE server=6 | completed=4466
[ASSIGN] t=07800 ASSIGN server=6 job=S time=19 | queue=0
[ARRIVAL] t=07800 ARRIVAL +2 | queue=2 | rejected_total=0
[HEARTBEAT] t=07800 queue=2 servers=11 busy=11 completed=4466 rejected=0
[ARRIVAL] t=07807 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07808 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07809 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07811 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07812 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07814 ARRIVAL +2 | queue=5 | rejected_total=0
[ARRIVAL] t=07815 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=07816 ARRIVAL +2 | queue=5 | rejected_total=0
[ARRIVAL] t=07817 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=07820 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=07821 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=07831 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07833 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07836 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07840 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=07848 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07849 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07851 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=07855 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07856 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07859 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07865 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07870 ARRIVAL +1 | queue=1 | rejected_total=0
[SCALE_DOWN] t=07872 SCALE_DOWN to 10 | queue=0 (below 50*servers)
[ARRIVAL] t=07873 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07886 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07888 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07890 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07893 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07897 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07898 ARRIVAL +2 | queue=2 | rejected_total=0
[SCALE_DOWN] t=07898 SCALE_DOWN to 9 | queue=2 (below 50*servers)
[HEARTBEAT] t=07900 queue=0 servers=9 busy=7 completed=4513 rejected=0
[ARRIVAL] t=07903 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07905 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07907 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07909 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07918 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07921 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07929 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07930 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07931 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07932 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07935 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07936 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07945 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07948 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07949 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=07953 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07955 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07956 ARRIVAL +1 | queue=3 | rejected_total=0
[ARRIVAL] t=07960 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07962 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07963 ARRIVAL +1 | queue=2 | rejected_total=0
[ARRIVAL] t=07972 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07975 ARRIVAL +1 | queue=1 | rejected_total=0
[ARRIVAL] t=07985 ARRIVAL +2 | queue=2 | rejected_total=0
[ARRIVAL] t=07986 ARRIVAL +1 | queue=1 | rejected_total=0
[SCALE_DOWN] t=07986 SCALE_DOWN to 8 | queue=1 (below 50*servers)
[ARRIVAL] t=07988 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=07989 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=07990 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=07992 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=07994 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=07995 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=07998 ARRIVAL +2 | queue=8 | rejected_total=0
[HEARTBEAT] t=08000 queue=8 servers=8 busy=8 completed=4548 rejected=0
[ARRIVAL] t=08007 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=08009 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08012 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08013 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08014 ARRIVAL +2 | queue=9 | rejected_total=0
[ARRIVAL] t=08019 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08022 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=08024 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=08036 ARRIVAL +1 | queue=4 | rejected_total=0
[ARRIVAL] t=08041 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=08042 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08044 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08049 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=08051 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=08056 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=08057 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=08059 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=08060 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08062 ARRIVAL +2 | queue=6 | rejected_total=0
[ARRIVAL] t=08063 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08066 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08071 ARRIVAL +2 | queue=9 | rejected_total=0
[ARRIVAL] t=08074 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08082 ARRIVAL +2 | queue=3 | rejected_total=0
[ARRIVAL] t=08083 ARRIVAL +2 | queue=5 | rejected_total=0
[ARRIVAL] t=08084 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08087 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08089 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08092 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08097 ARRIVAL +2 | queue=9 | rejected_total=0
[HEARTBEAT] t=08100 queue=9 servers=8 busy=8 completed=4592 rejected=0
[ARRIVAL] t=08102 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08107 ARRIVAL +2 | queue=9 | rejected_total=0
[ARRIVAL] t=08117 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08120 ARRIVAL +1 | queue=6 | rejected_total=0
[ARRIVAL] t=08121 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08122 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08127 ARRIVAL +2 | queue=9 | rejected_total=0
[ARRIVAL] t=08132 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08133 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08134 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08136 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08139 ARRIVAL +1 | queue=10 | rejected_total=0
[ARRIVAL] t=08142 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08145 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08147 ARRIVAL +1 | queue=10 | rejected_total=0
[ARRIVAL] t=08148 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08152 ARRIVAL +1 | queue=10 | rejected_total=0
[ARRIVAL] t=08157 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08161 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08165 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08166 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08168 ARRIVAL +1 | queue=10 | rejected_total=0
[ARRIVAL] t=08169 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08182 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08187 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08190 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08191 ARRIVAL +2 | queue=9 | rejected_total=0
[ARRIVAL] t=08195 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08197 ARRIVAL +1 | queue=10 | rejected_total=0
[COMPLETE] t=08200 COMPLETE server=0 | completed=4630
[COMPLETE] t=08200 COMPLETE server=3 | completed=4631
[COMPLETE] t=08200 COMPLETE server=5 | completed=4632
[ASSIGN] t=08200 ASSIGN server=0 job=P time=35 | queue=9
[ASSIGN] t=08200 ASSIGN server=3 job=S time=33 | queue=8
[ASSIGN] t=08200 ASSIGN server=5 job=P time=25 | queue=7
[HEARTBEAT] t=08200 queue=7 servers=8 busy=8 completed=4632 rejected=0
[ARRIVAL] t=08205 ARRIVAL +2 | queue=4 | rejected_total=0
[ARRIVAL] t=08207 ARRIVAL +1 | queue=5 | rejected_total=0
[ARRIVAL] t=08208 ARRIVAL +2 | queue=7 | rejected_total=0
[ARRIVAL] t=08212 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08215 ARRIVAL +1 | queue=8 | rejected_total=0
[ARRIVAL] t=08220 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08222 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08223 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08224 ARRIVAL +1 | queue=12 | rejected_total=0
[ARRIVAL] t=08225 ARRIVAL +1 | queue=12 | rejected_total=0
[ARRIVAL] t=08228 ARRIVAL +2 | queue=13 | rejected_total=0
[ARRIVAL] t=08229 ARRIVAL +2 | queue=15 | rejected_total=0
[ARRIVAL] t=08234 ARRIVAL +2 | queue=16 | rejected_total=0
[ARRIVAL] t=08236 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=08238 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=08239 ARRIVAL +2 | queue=18 | rejected_total=0
[ARRIVAL] t=08241 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=08249 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=08254 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=08258 ARRIVAL +1 | queue=19 | rejected_total=0
[ARRIVAL] t=08259 ARRIVAL +1 | queue=19 | rejected_total=0
[ARRIVAL] t=08271 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08273 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=08280 ARRIVAL +1 | queue=14 | rejected_total=0
[ARRIVAL] t=08281 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=08282 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08285 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=08289 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08290 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=08291 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08296 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08299 ARRIVAL +2 | queue=19 | rejected_total=0
[COMPLETE] t=08300 COMPLETE server=0 | completed=4667
[COMPLETE] t=08300 COMPLETE server=2 | completed=4668
[ASSIGN] t=08300 ASSIGN server=0 job=P time=15 | queue=18
[ASSIGN] t=08300 ASSIGN server=2 job=S time=9 | queue=17
[HEARTBEAT] t=08300 queue=17 servers=8 busy=8 completed=4668 rejected=0
[ARRIVAL] t=08301 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08308 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=08309 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08311 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=08312 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=08318 ARRIVAL +2 | queue=17 | rejected_total=0
[ARRIVAL] t=08329 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=08332 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08336 ARRIVAL +1 | queue=19 | rejected_total=0
[ARRIVAL] t=08340 ARRIVAL +2 | queue=20 | rejected_total=0
[ARRIVAL] t=08343 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08348 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=08349 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08355 ARRIVAL +2 | queue=18 | rejected_total=0
[ARRIVAL] t=08356 ARRIVAL +1 | queue=19 | rejected_total=0
[ARRIVAL] t=08360 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=08362 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08363 ARRIVAL +1 | queue=18 | rejected_total=0
[ARRIVAL] t=08365 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=08387 ARRIVAL +1 | queue=12 | rejected_total=0
[ARRIVAL] t=08400 ARRIVAL +1 | queue=11 | rejected_total=0
[HEARTBEAT] t=08400 queue=11 servers=8 busy=8 completed=4703 rejected=0
[ARRIVAL] t=08402 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08405 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08407 ARRIVAL +2 | queue=13 | rejected_total=0
[ARRIVAL] t=08408 ARRIVAL +1 | queue=14 | rejected_total=0
[ARRIVAL] t=08415 ARRIVAL +2 | queue=14 | rejected_total=0
[ARRIVAL] t=08424 ARRIVAL +1 | queue=12 | rejected_total=0
[ARRIVAL] t=08431 ARRIVAL +1 | queue=7 | rejected_total=0
[ARRIVAL] t=08442 ARRIVAL +2 | queue=8 | rejected_total=0
[ARRIVAL] t=08445 ARRIVAL +1 | queue=9 | rejected_total=0
[ARRIVAL] t=08446 ARRIVAL +2 | queue=11 | rejected_total=0
[ARRIVAL] t=08448 ARRIVAL +2 | queue=13 | rejected_total=0
[ARRIVAL] t=08453 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08456 ARRIVAL +1 | queue=10 | rejected_total=0
[ARRIVAL] t=08459 ARRIVAL +2 | queue=10 | rejected_total=0
[ARRIVAL] t=08461 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08463 ARRIVAL +1 | queue=12 | rejected_total=0
[ARRIVAL] t=08466 ARRIVAL +1 | queue=11 | rejected_total=0
[ARRIVAL] t=08467 ARRIVAL +2 | queue=13 | rejected_total=0
[ARRIVAL] t=08470 ARRIVAL +2 | queue=14 | rejected_total=0
[ARRIVAL] t=08474 ARRIVAL +2 | queue=14 | rejected_total=0
[ARRIVAL] t=08477 ARRIVAL +2 | queue=16 | rejected_total=0
[ARRIVAL] t=08481 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08486 ARRIVAL +1 | queue=17 | rejected_total=0
[ARRIVAL] t=08487 ARRIVAL +2 | queue=18 | rejected_total=0
[ARRIVAL] t=08495 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=08498 ARRIVAL +1 | queue=15 | rejected_total=0
[ARRIVAL] t=08499 ARRIVAL +2 | queue=16 | rejected_total=0
[COMPLETE] t=08500 COMPLETE server=3 | completed=4739
[ASSIGN] t=08500 ASSIGN server=3 job=P time=35 | queue=15
[HEARTBEAT] t=08500 queue=15 servers=8 busy=8 completed=4739 rejected=0
[ARRIVAL] t=08502 ARRIVAL +1 | queue=16 | rejected_total=0
[ARRIVAL] t=08504 ARRIVAL +2 | queue=18 | rejected_total=0
[ARRIVAL] t=08505 ARRIVAL +2 | queue=19 | rejected_total=0
[ARRIVAL] t=08509 ARRIVAL +1 | queue=19 | rejected_total=0
[ARRIVAL] t=08510 ARRIVAL +2 | queue=21 | rejected_total=0
[ARRIVAL] t=08512 ARRIVAL +2 | queue=23 | rejected_total=0
[ARRIVAL] t=08520 ARRIVAL +1 | queue=23 | rejected_total=0
[ARRIVAL] t=08528 ARRIVAL +2 | queue=23 | rejected_total=0
[ARRIVAL] t=08531 ARRIVAL +2 | queue=24 | rejected_total=0
[ARRIVAL] t=08532 ARRIVAL +2 | queue=26 | rejected_total=0
[ARRIVAL] t=08533 ARRIVAL +1 | queue=25 | rejected_total=0
[ARRIVAL] t=08534 ARRIVAL +2 | queue=27 | rejected_total=0
[ARRIVAL] t=08542 ARRIVAL +2 | queue=25 | rejected_total=0
[ARRIVAL] t=08546 ARRIVAL +1 | queue=25 | rejected_total=0
[ARRIVAL] t=08549 ARRIVAL +1 | queue=24 | rejected_total=0
[ARRIVAL] t=08550 ARRIVAL +1 | queue=25 | rejected_total=0
[ARRIVAL] t=08558 ARRIVAL +2 | queue=24 | rejected_total=0
[ARRIVAL] t=08563 ARRIVAL +1 | queue=24 | rejected_total=0
[ARRIVAL] t=08566 ARRIVAL +1 | queue=23 | rejected_total=0
[ARRIVAL] t=08574 ARRIVAL +2 | queue=22 | rejected_total=0
[ARRIVAL] t=08584 ARRIVAL +2 | queue=21 | rejected_total=0
[ARRIVAL] t=08589 ARRIVAL +1 | queue=20 | rejected_total=0
[ARRIVAL] t=08591 ARRIVAL +2 | queue=22 | rejected_total=0
[ARRIVAL] t=08594 ARRIVAL +1 | queue=21 | rejected_total=0
[ARRIVAL] t=08595 ARRIVAL +2 | queue=23 | rejected_total=0
[COMPLETE] t=08600 COMPLETE server=1 | completed=4771
[COMPLETE] t=08600 COMPLETE server=7 | completed=4772
[ASSIGN] t=08600 ASSIGN server=1 job=P time=25 | queue=22
[ASSIGN] t=08600 ASSIGN server=7 job=S time=33 | queue=21
[HEARTBEAT] t=08600 queue=21 servers=8 busy=8 completed=4772 rejected=0
[ARRIVAL] t=08601 ARRIVAL +1 | queue=22 | rejected_total=0
[ARRIVAL] t=08603 ARRIVAL +2 | queue=24 | rejected_total=0
[ARRIVAL] t=08606 ARRIVAL +2 | queue=26 | rejected_total=0
[ARRIVAL] t=08610 ARRIVAL +1 | queue=26 | rejected_total=0
[ARRIVAL] t=08611 ARRIVAL +1 | queue=27 | rejected_total=0
[ARRIVAL] t=08621 ARRIVAL +1 | queue=23 | rejected_total=0
[ARRIVAL] t=08623 ARRIVAL +2 | queue=25 | rejected_total=0
[ARRIVAL] t=08624 ARRIVAL +2 | queue=27 | rejected_total=0
[ARRIVAL] t=08626 ARRIVAL +1 | queue=27 | rejected_total=0
